A,B,C,D,irrelevant_1,irrelevant_2,irrelevant_3,irrelevant_4,irrelevant_5,irrelevant_6,irrelevant_7,irrelevant_8,irrelevant_9,irrelevant_10,irrelevant_11,irrelevant_12,irrelevant_13,irrelevant_14,irrelevant_15,label,split
1.0010160700072874,5.789172201383261,2.573828268721686,5.355741733622031,6.202914217491383,4.640173832397828,2.6070247530397275,8.78320933905286,9.226375088982902,2.17067878374813,2.728516646118979,7.875057081954276,8.001609764378886,9.522875207039402,9.38310742939066,8.903211073332445,8.254422180699553,0.6995978316259865,7.048372591041813,0,train
2.655905405209312,1.2247559445995782,5.471419870721311,8.133293877073168,2.644051759796745,0.18150839970611066,7.662200701713199,9.174168554020786,4.866327958359386,8.422707508062492,2.758624105916363,0.7158093795062626,7.307752973664313,4.41689188431325,5.2783914428757175,2.2834901586319853,8.265486000456354,9.464157365144047,1.7558301205569882,0,train
4.8950502066902635,1.8468096387904136,4.203182791045594,1.3216009059062903,3.296173271486359,4.212008726575175,2.7647374587034723,8.615395761448115,1.9226703231688258,6.679083207151686,3.8470951494147974,7.03737724957864,6.371291403269535,1.5568272302609465,7.185493064139562,0.6756474536083767,3.307524661364365,2.1240031326388165,4.699245271349395,0,train
8.741743592934824,6.217241954626392,8.743220975339852,3.45111432186276,0.3805701331248501,6.461065783592211,6.0506558102531125,3.0975606804254974,7.053012119474333,5.156254502611396,0.16746458756490612,6.164835593871492,9.443027255741562,7.628776258607575,4.685557373009585,5.519809416072833,6.139139437373008,1.501086794507066,4.8777783068916225,1,train
9.89846660380151,2.599812316524926,4.402745044673295,7.948523602052923,3.568422465464555,0.834834183410742,2.480839403948858,7.442012761369882,4.773668900943388,5.704620467804606,8.250978267403031,8.055584929827791,3.9251675298298694,9.414064025787278,3.803267495907666,7.83766226994818,9.395404988717607,4.969617620158124,2.20534357785143,0,train
5.6391727882407094,7.328336844238443,4.912965911830295,7.713935656121206,2.7431693340148975,8.259239806489436,7.877012409879654,5.185962495651707,3.9717259056191887,8.11566936907709,8.31003274531885,9.634716537547938,1.9416328057460408,6.203550067976677,4.432364538488345,2.9472043115174253,3.1773775088761793,2.487362244394572,6.276552197908018,1,train
7.018978962564558,6.454970155551142,2.7764250612021693,2.212257646692922,6.415992991411532,0.6799587561669784,4.284543263587656,9.653257418633372,1.0559794555964408,2.6833766773308265,9.00530551638021,5.530644089173303,8.487585450794814,5.827652332180183,5.260544841920954,8.805426218776088,7.215245519511829,7.7750610456339935,1.2885171451493438,1,train
6.0300801124553205,3.929665519869232,2.680286376394025,5.498155141872897,0.11217596001364849,2.6290864309596373,8.621475356781241,5.324886417631683,6.262626313337295,3.7745192680450357,5.905879951809281,0.1639462404967995,6.695596984104303,7.331520533300349,7.663126772116763,6.567879993073477,3.869697312285596,6.349919161808849,2.2883852455688314,0,train
7.496938826248181,9.841479650158762,4.7541379398161085,4.37712511453268,1.6120811078911845,1.0779387425220899,6.041834510012212,8.548294305521907,6.025353423042902,5.338000213414581,9.459616224325957,4.802247863294423,4.4041516219124865,2.5579356021604482,6.475142007347067,3.8588576506205796,5.458895458850989,6.30400981723534,4.795671033523853,1,train
8.983115295615294,1.4420186183555932,5.4109214451312875,6.854646884469119,6.797518363883144,6.257620662343772,3.839248581085337,4.875947753606571,2.1131841020535758,8.623475393719929,4.659436528640175,8.239176331410752,2.3254564991581193,1.9030418858681264,9.823044999370032,4.560918833248161,6.815925031926708,3.415337994480706,4.61996077869943,0,train
1.2227498591188937,4.604658149739422,1.1981527951046278,7.529367336454349,1.0203766922191082,9.143967268598344,7.439260968152768,0.33930334973803267,4.259356905039171,6.090617900085046,0.8387196732951641,7.768934932380431,3.682293047593874,0.6712770493207887,8.28009411578768,0.8053715044988263,4.696931593038601,3.8216870364853337,9.979048276337567,0,train
1.7845849072987785,4.951348415534367,3.343062086732326,5.185127695203937,9.963478525812954,1.1480569164505339,2.349267664765362,7.670623230185835,2.148018466467272,1.2308641199213533,9.767582082029756,0.9970306292337827,0.6236385543766221,2.177523751703908,7.179501435739278,1.757260472564599,1.9800851682754428,7.658190362358778,6.873155748174526,0,train
7.41262585227445,4.412108793401362,7.6741353448567295,1.2838094766471198,1.8927882502070215,1.7217691957107395,7.855416912285486,5.389909175475478,2.2445534737399955,5.84702828121361,8.058999073118175,9.350411265462311,0.4046837433450712,3.279860110825561,3.429818243072055,9.330238245959995,5.736835494893089,9.811574697864442,8.819806055218711,1,train
3.927519979300469,3.3045266620931977,6.03098561278076,7.032364520568085,5.124540586451115,5.8421954286423805,9.64563479229755,5.282578661901094,2.7269157401110222,2.463611165905709,7.595493955880038,9.559141664572252,8.155960423686027,9.591949736646118,3.3661583286130226,6.3140470978597225,4.1017975416398205,9.03833900530344,0.6666036702707689,0,train
9.262800672138695,9.674438600028076,7.150476049105542,8.354041966909497,4.055557048098009,5.856947901561376,9.188782362331157,2.9433737505038584,5.329591592175459,1.8807108673411144,5.509527266916417,6.141915486558767,8.302653020615665,9.271464338512963,6.54204136820113,0.807285085590318,5.3634710389490365,5.739259492839242,8.785734600893802,1,train
6.66308460689194,5.392516399634911,4.072984773057184,9.151736078741653,5.646559254931926,9.083610186970287,0.7593344105792843,6.447078752897232,9.839953194537417,4.055736462165839,8.812474439279857,4.126575297761232,1.549202344828735,3.8235769678824427,5.887345806290881,2.7583430797465356,2.4302017971840972,6.322518028264708,0.9706240404506317,1,train
1.275080724895827,3.0902570036812147,6.893939338720403,8.063756966612416,6.8547820661585686,2.327200473844282,7.430699062317516,4.637294725540451,2.023442501405791,7.517751036313909,0.12497850716528092,8.313731132034842,8.469583099722271,0.4298168451832973,1.8736607539598993,6.526193235496366,0.950916602672407,0.6622887861637627,2.783199646665074,0,train
2.0293651863073596,1.0887560884715497,6.904126400036503,4.983073446257783,3.0473299127590114,4.5100626332683005,7.889131065464588,7.965955019160381,2.2516700679363764,4.97732305048279,8.373570422956266,0.5514896049216644,4.8829369712717305,2.477234100808201,0.2470576500143873,3.8296324182054473,1.2095245788058617,3.375857909122323,2.2131321551676963,0,train
9.002743039574716,6.2901019829733,2.476840910694098,6.222398067010515,2.5426909119863126,0.18631511681386326,8.095411779387549,1.3974477352973869,9.53201412111808,7.218265394265977,8.079962097970752,5.7961940284298095,1.7630784077515593,2.38901802533241,4.338241810620337,2.193262917272536,0.2570007834398236,8.463965373416979,3.7751179390182843,1,train
9.035284693352224,1.7428164541729614,7.441582046391801,1.7386274402826318,5.907015303657745,2.918484773269827,2.7419471950344523,4.769004217524714,0.713816821902642,0.9137229310932715,6.4651247118633135,7.496673181474488,7.0877070552383135,6.5741022756739405,8.829964646800583,1.0902060338146824,5.211387563826417,5.020019222180824,0.007756389981082856,1,train
9.224997831948832,7.045023410284849,6.3722871153257215,8.938851282309647,8.475784291104361,8.310233581877496,2.7612566319020115,8.762475114956082,7.784538462233753,3.3797894005404028,1.8404923152594688,3.460111017391042,6.513402436776554,9.844042499579032,4.519567578634158,3.35385312850578,9.135895429783917,9.577166629258937,9.890939165402507,1,train
8.3777161233266,6.006150992386289,6.919958816457464,5.980888532252813,7.415922544091123,0.6577297094396894,1.0116978453061543,1.8964360081539933,2.2245529419784758,1.9107251014849747,6.219524666898351,8.584858064169973,8.466534828661986,9.399375681604559,5.037225895909129,5.249920801877708,6.3403462883298625,0.0950733234236556,4.994732625686479,1,train
3.321656629987188,2.9482585319215087,6.935866124389626,8.211604157904624,4.929242575922583,3.1340868424319854,7.1193777601235455,6.886692689095981,7.330302325623079,7.122402853678535,3.3198662702551127,0.871499054851661,8.022578688201701,1.579986260924654,8.95148848956205,7.248019228633265,8.059334789404089,0.29704310043153326,3.008936453945188,0,train
1.7040684720916812,7.674971596808186,9.548550850001966,4.408834980305116,1.442810203701722,6.332769368754882,2.6395253345796412,1.8754625460856345,0.9303948627429304,0.5846316477139479,8.733255387026317,2.981893694312643,2.147020763536722,1.0833996887982322,4.769306397404433,6.0839033013593715,5.670304893530396,6.079210542019963,9.625569040480586,1,train
6.484474949545162,1.1251112947885349,8.213299735141065,7.409247799469538,5.232079701256417,7.151447069410997,5.503463098611942,3.003960720734841,8.769828814438672,3.005893147270694,8.475208199416912,7.063908116768226,9.359510959044261,0.3070545716122042,7.613196839543701,6.430750954173993,4.3060166297990445,1.2942661617817908,6.8677045011112785,0,train
7.054754167681847,1.1248721594438336,9.689858411795756,1.2910240118647225,7.711030340707939,3.649913458469085,8.267894241203612,5.190604390267755,5.786922672406744,7.3246766739250955,8.35991282534573,0.6720218560572366,3.677424740668261,7.128109297728413,8.984644374088024,5.469580686319626,7.378825509419437,9.846016699989736,1.2521587049995608,0,train
4.683197373570762,9.679968654033493,1.629600963520873,2.897308441487614,0.06971951459230352,5.753279438056444,4.830600835312465,0.36326661627254064,8.29335092733715,4.846278169478547,6.395669081644861,6.611404062276623,6.735515369101225,3.2133486692369493,1.3970339613087601,5.462429704031746,0.05794766412543728,7.311050094956987,2.93520680344739,0,train
5.415768465803516,2.111062389690583,2.9475095985538227,2.6397780403078017,9.32952772674846,4.941144915513335,5.837000165698102,2.712075247598118,4.780247292908633,3.6397702509569596,3.951172183888063,7.94328797385705,0.43558131613880335,6.741900308173522,0.9856892203248102,2.7441181904162857,9.476305960477674,5.365845505904042,8.019862911168623,0,train
7.812016319529857,2.5694385133389055,9.478168007062418,3.1992027062206794,3.012656159573753,2.1514721081833077,6.9219989687728365,5.89349845450044,5.802979813885704,8.954370467579505,9.327641619567823,5.2279912217541185,0.7554867216440386,6.001750758692016,0.36809123119090237,1.8381480268248918,6.018549031472973,0.20090564807055067,3.4027231027294045,1,train
5.677674311483094,7.425470488836656,3.0292176460562104,1.9802991439951092,9.587266828884793,5.564213424784253,7.679054540165121,6.475243646060667,7.895358638137857,0.5517775032163041,7.346343547823771,7.496064152026591,0.6726357518774428,3.2890343130281408,5.503405296044614,5.6808698013783285,0.23916971109114393,0.691277258389229,0.8647480391670592,1,train
5.627165991796119,4.3748595634181795,1.1852798606563262,3.4294026468988905,0.05495217038999356,2.3510716589993894,3.453911408045238,5.529684186716751,2.101214412905522,5.818073788910421,3.69764129328219,9.285126014923403,9.78712680103421,6.1732775743084565,5.446166995254853,6.954755614135393,0.24377335530325506,9.76436846784943,0.26328540113507937,0,train
3.443285709580379,3.669232439780951,8.842270537500692,9.282772175336865,7.306905962142729,6.83431749444585,6.201079013010705,4.439794064675909,4.050666781137393,3.44185564043618,9.879425495284659,9.041588744076266,8.988626293173189,3.373554085422259,4.484754055122686,1.9800151006963551,8.55052076489479,4.20898954932558,3.526369192306109,0,train
3.2305516663099745,2.008050060264085,4.909642269810131,8.297767887185074,4.981000074930374,8.077924547130817,4.920240346463158,3.794221471792846,6.441059052039374,2.936539131868342,2.900610673423408,6.452486084517217,5.890344555556202,3.2961369289582807,8.542588451873426,4.553762015766985,4.153929613703595,5.319366211974884,3.604973336175904,0,train
6.7738342008594,8.872206844542948,8.440106445392846,9.17800321187864,8.875361427089752,6.420341988410717,1.9918031050544105,3.2236310192107376,0.7764146317044052,8.877432292845723,5.337749045264104,4.620667256079749,2.9708510262728005,6.85429833507453,0.23201581220796963,4.301679519216276,7.543273253693389,6.029500884319635,4.01200197471042,1,train
9.925458987005102,4.483005379114492,5.861697597161821,3.914986330542534,5.12148034778691,4.571238751872558,2.4771166284052795,1.84541584758939,3.2157553811433095,1.700750771350008,6.491667574862631,2.042142932011697,9.715777829923658,6.191640195578429,8.606848703949932,6.4628442065015,0.7384628183764885,8.990279327109915,7.255970340969964,1,train
6.621454249565942,2.312652710203428,7.329923037872581,1.073857389846009,4.225922963634261,8.627136905601285,5.872900739437618,8.279793320294104,6.581320107739953,5.646766551155168,2.2220045353273354,7.889751490030864,2.1747259707086695,6.455302086406681,6.931612571231377,8.611805148566921,6.30294896330758,0.24935903178868957,5.4677470167123605,1,train
1.3540010398341908,7.814938210592206,9.65404395564967,9.800490345028209,3.150019797502732,5.813807621981793,9.411603694509983,8.41888422556249,3.114382231393887,4.383775118097125,5.443489966596859,8.127646440919309,5.320931215068114,0.6142336785139513,0.04992474686476678,3.527333562442736,4.306820564974922,3.1127067759809703,9.735428309708478,0,train
6.426464796054425,7.127594559979772,2.9190149772503786,7.550135381092001,8.485726277277815,4.685361139042273,3.4087955345643293,0.6364116692165933,7.258544600757211,1.9077472053137734,1.437121899930467,4.983022129418537,8.095462487667962,0.7830688999775048,9.643269751863246,2.6292020023334794,1.9676890583126438,8.68133167993521,2.4852173378163056,1,train
8.20593530094027,3.885123526735474,6.396010394626679,1.954415215249219,4.916594012669831,3.6997940807678686,3.8601150437205245,3.0132747867676057,8.094205904886723,9.664927655656202,2.5141345236145662,3.193949690936333,4.686271529592093,4.048186560176367,5.1283383897008905,8.139282701002642,2.975282907904994,2.4756911909092683,0.2511078843836345,1,train
9.67683573827928,6.456830609190718,2.63935704988617,4.65862308075267,0.06451862351473103,9.782558089081864,4.3577836431627315,3.8016963613062593,7.738334274783498,9.8789527013821,6.018821471947207,6.971235133243842,0.7289815788656939,2.200968003856685,3.267843016466956,5.008547475406769,0.055587773945054986,2.8532746418414545,0.5044802640539914,1,train
9.5698685982967,2.3703149607117178,2.2477241078464565,3.5024594301631025,3.1756115828388918,5.520717324271031,1.254635823384329,8.998919905616948,3.315755710214303,0.3540832190533838,1.4550932026974095,2.2471192901032055,2.862426232087385,9.076028914604212,1.0675474912257221,2.1150193911663475,4.448708631447214,1.3803415276977404,6.0081255787038055,0,train
5.088169597309581,5.843786142562498,3.985485733470523,7.208941137127428,5.487380792768567,4.880839853342143,5.868274156098991,3.148818445759678,1.7343490781795212,4.285728422523385,4.6325336283421095,8.479929413713155,5.719332551814613,5.91196940290488,8.092958900903051,0.3462842453840398,6.04689039022537,6.170543186124732,3.7479903993160866,1,train
8.750611976396613,4.913195550873384,8.040969558320903,4.295144525246942,7.248259213197061,6.082778657801561,7.7059724725814025,2.427211142521247,2.7912904138792194,7.56717828912021,2.572958222083824,5.5841373056787855,4.651573484224151,6.050897292105767,5.447825113773652,4.913267046273372,3.548777849482022,3.3632710896003415,3.139016795336534,1,train
3.1123999560147264,5.868994395709217,8.2107729799516,8.349993133250221,8.546725380137026,3.8734335108215276,8.326901929483764,8.618093830639896,1.8437669192528783,4.2597684378338325,7.395534463522466,5.9948844944835535,2.0758341040086026,5.163600767804658,7.421506261141543,6.245374187710459,8.859095309410588,2.126961503577125,8.301894204666414,1,train
6.683454000945671,9.6953999498572,7.355744384500432,6.127301286333298,2.622213533931128,9.828695125713141,8.24815265247138,8.368475459876565,9.84488121293147,6.22896840680557,6.481816802834861,1.2744377224267833,4.9026576915577,2.2967649213822163,5.248074950349306,6.210461179394395,8.089560620963585,5.60816216213907,8.991444844668061,1,train
9.565190265988557,3.7904275264841,7.527349200342715,4.648604052909527,1.5614595502282491,5.579077733790988,7.191089895373155,9.80185268324804,0.897153785655973,7.154985320416719,7.674321722629181,8.833087785566379,5.008248034124151,1.1210664043159402,2.7650132254587376,8.291390670946837,9.946978995814018,8.461843841277915,3.783868571304808,1,train
2.742656645511123,6.073892635739976,7.6911589247456495,8.61218411851918,9.971438523402297,3.9277948912225202,7.28235024416675,4.719305015834676,0.1771379013679053,0.21487046890460548,3.358906548634799,2.6692947291096356,0.6924755239188651,6.048451388991975,1.0623092365889208,2.986016700403491,7.416358162747638,6.448108286745913,1.9538226270545267,1,train
8.305022981949955,7.555190120366462,8.966529640901701,9.573373770383409,2.4838116160231474,9.794451316659726,7.507399186487777,9.546066685368253,6.64071418940439,4.048365258824359,6.955298407954224,4.975766189996726,4.588226852532186,3.860394243799604,5.19662204315787,4.641604683962189,8.638130173014988,3.351385263921396,2.4348185421204924,1,train
8.485386587769865,2.7983075233114003,5.524486043830158,3.4880106756010587,1.3470060542054807,3.66974414047206,6.6157941929642465,1.0807749430632851,8.305157282978776,1.8269931719630028,7.727077284049092,5.072856301800329,1.256828328929186,7.150736556323915,3.0122813844678262,7.293247980292197,7.012785650036998,0.6338080249398215,5.673011583445701,1,train
5.502479711542557,1.2449931575389883,2.2033044714662475,3.3087732514155963,1.507251326098722,3.503598394111992,0.8241254087449368,9.94213482155262,6.966795011466639,4.436052290754854,2.5012629166110156,6.339284956803103,5.1451974561347775,4.218609183277811,6.693661135508514,2.260907068046636,9.347128718651383,4.131367231937739,2.849122205421608,0,train
6.422823431819222,9.722594779574209,7.778737781542515,5.869047333242593,1.5089580153358273,4.766358478310162,3.6846361847284337,8.530462921163322,5.567832628601104,2.4261423821629235,5.421690393580937,7.347890053842231,8.390697430276727,4.7050810108965955,3.555359613413085,5.063252794640652,6.846310516253407,5.4963205849376395,8.209366079108488,1,train
1.1363090940443572,5.761048408924401,7.389639718779198,9.018320243982448,8.214442483675029,3.978028396798867,4.659124303378421,2.965332049264955,1.0868832450093269,4.490618051518725,8.548165930155605,7.778857021547871,6.346517841825597,6.576282714064511,5.133855541597502,8.316740993030473,4.168144481941894,9.279062604931836,5.029813204602651,0,train
7.501305561056506,5.75038513367363,2.1363858337354773,3.7803900364553513,3.1012557845964883,1.520771437300602,8.679282848435806,0.5249466734133412,7.58720069813177,8.669836631103664,5.3892235511134885,2.547208880259615,8.456394907184633,6.394493993063835,4.746353542276157,4.506518299815864,8.159685597892906,0.8246521527878847,4.802145705641498,0,train
8.213699914381065,7.083923898655824,6.598417002114644,5.6541290287620445,1.0944413602106584,7.800413961889299,7.395947235062684,5.284195926129107,9.094718832916266,8.841454293447434,7.731559392532274,6.577541617777181,8.264860749626155,4.2694425546776635,3.013726853414042,1.0280392450728726,6.6509840964406255,1.8923546072469177,9.882317226417946,1,train
3.8909103525410473,3.371605859018022,3.3241424281694316,1.5512157834489249,9.825522531382752,7.28133746200894,1.748289309124923,1.2874816358097274,7.640616467320015,8.851215964042481,1.4196938206770793,3.050406927840493,5.636672342150803,3.6998977199303362,0.3293527126138984,6.288082853859359,6.601743487012315,9.41294834505117,0.7082873604455331,0,train
7.2817715985337745,8.041860945461542,2.4530055498207095,9.055958106259316,0.4927513266539063,2.957515600451357,4.109239625535162,1.1875778519597946,3.2969854006337473,7.454929902792273,5.996232054714714,6.563714926385936,5.157642755600381,5.59418862895868,2.1407984560559123,9.26313199579546,4.898622703953145,4.68793687427545,5.26664717100775,1,train
9.074364050571887,6.022643655978333,5.073999291613603,5.053991030945304,6.546819070101399,7.92614261828957,0.9823052840303248,8.734148593519164,8.972273302014068,0.850542510192499,5.446467903366603,5.21633656862822,2.3353337730115777,9.116659213589816,7.5944204214944815,1.3728114634116406,6.863140388425317,8.424349018705318,2.020514566565165,1,train
4.057224414749241,7.5262850013767135,5.586422243178557,5.0803701785958735,9.892053107981276,3.915583425434593,3.648878570033461,1.2447596354132273,8.977783555714938,2.0901905310038082,3.857866256144835,1.3129861260284126,8.513327086705402,8.186641645107887,0.5305426767507837,8.861606338254989,2.684230997886581,1.8249723297077058,7.684266712607243,1,train
1.4186379285820006,2.3692853594838374,2.045425403988583,7.278131711080905,9.14710343255919,5.969880592364246,2.1126331132142404,5.975926912750338,0.9818182309345813,0.24010432728982956,5.424635010695807,0.9705115932522335,0.6336449327553295,8.056812498914104,9.08243473641139,6.141955173911753,8.498976706651568,4.104922588833055,3.0329509872895777,0,train
5.785659837825367,9.787555390881655,5.9839842161979995,7.853277695311769,5.1626823961020705,0.9900675671390746,2.8288159438364815,0.8582601422125091,7.14024198809816,4.1186018576786045,8.14406349119097,9.069348428098445,9.777416065318667,7.991311480175919,8.699108706453945,2.8446256530452416,5.091153134210106,5.517262011978063,7.574754548136107,1,train
4.704250870983075,3.823335905304437,5.983115707465483,8.149860086140853,2.627128520628844,6.42144560549625,3.6970049854151634,4.508146760321004,1.240818272640456,0.061513745243273465,4.613536342100205,4.785352958136314,2.958349964213993,6.2799494521251775,3.5004706585269565,1.5748177428537469,1.0731190938419977,9.47553322110788,9.947753244149006,0,train
4.172798541078618,7.4415868922824995,8.969879275516462,7.558595598241564,2.214636085256585,6.203430891180691,7.4764064935238785,4.363373888169331,4.942144281674857,3.4704954531538865,5.414079414099855,4.970857484505672,8.571437153088707,6.747271363652414,1.6948841092719569,8.367500064673006,5.125671806520552,3.6345852521052002,3.8211475655937233,1,train
5.770237763902163,1.0738033426055102,6.214232478070395,1.7900394816367595,2.3978098386724325,9.503524740679802,6.343741346113065,7.778529466741837,2.199578064107288,7.066432235580388,0.11002687322115512,8.23410263855048,6.623735940165682,8.156741126739504,8.979381800236023,9.130829998698708,6.948819848332121,5.211020557048023,5.543414829829373,0,train
2.739727637788364,8.361743562163705,5.292397443679274,3.3002087658492165,9.18806745958741,9.682490484819787,5.178073762641513,9.275694807952691,4.674291021349964,7.05785950455909,3.9669577736348582,3.4004900505542324,5.512936775912505,2.357122581660107,5.039302897234407,0.6521819364254433,1.199119419293998,5.270216884836535,0.9125895742493184,1,train
2.2151695372219984,7.254348121504477,3.618372149685954,9.1918064581239,6.282708511004429,4.491974747108712,9.051621883418367,7.129078566815865,7.708910639372164,1.166329499820088,3.714219265313352,9.317676596377932,0.5027962057159507,1.3794424767758062,6.454942233495916,5.692036500759673,9.792580430480262,9.60133852285675,8.369964939147653,0,train
8.695368515790957,7.351546820698241,4.578745791328942,8.95741373542413,3.2477303228381302,2.6666491245049317,1.4540997695025215,0.6099768854368581,7.303868189744611,1.6731524012271037,8.338320472250553,8.231255472430046,1.0735858201354587,8.238064705994896,5.451395548685834,2.8196378911396414,8.44750473384812,6.23688524743164,3.8160021922976406,1,train
8.441544386569747,6.723731411826268,7.195758998101921,7.402196237276996,1.2395409363616205,6.022121386582833,5.118323849851345,1.8965023901045608,9.689161339438595,8.642426781311858,7.284087524885803,6.698352840935666,3.2754062103981942,8.548570789547163,5.960569223733231,2.3336950343720266,5.409517245543584,8.615320722660906,9.234841934185152,1,train
3.5686060126800045,4.100380726310033,1.3014020657861043,8.644652915983865,4.957322724834525,7.979296426671649,5.6905710117311905,9.790462789642964,3.491559751276201,2.6910441209253366,9.18771946664721,2.4937980710933685,4.956360771503371,3.1117760830821495,8.939170579265632,5.44339703084046,9.613725195908332,9.798457530926054,2.088568978907863,0,train
9.708935565412483,6.716375313983239,9.064192416166982,6.865846302545866,4.868998462183786,4.298189925683195,0.23838463040209312,2.657966187945969,1.703375686709716,6.829998476155082,6.907830065848005,6.798029754885947,7.856930181437955,1.8193995080463976,9.514405350598249,2.4513268556117307,2.319349613748715,3.632450283679102,8.385822305000719,1,train
7.1021395640472225,3.273993832191757,2.4713830883180483,8.889716025175073,8.047869342415863,8.708201512351984,5.600248214199044,2.1529118753279572,8.622300264002225,8.459974934512644,0.565614670001584,8.45875371499082,3.8050403012033485,4.447431586462175,9.662040157423128,4.164926874417391,6.522897659006608,0.1418062085761551,7.261136434643972,0,train
4.991208851203732,9.116656993695342,1.147623576635059,5.437446870787225,3.459868518978726,5.551223939193784,7.01737213487553,2.7215022059012997,8.013714551231425,9.088542799820477,1.3627381153465556,0.34618733660475853,8.612578996831532,0.9799556649251684,4.74688149098791,5.556092410776388,1.1303893640803941,0.25212269418608657,5.069391357193787,0,train
1.3177005455110824,7.4409018309011214,1.3200252532508916,4.6746093409211635,8.277302741859868,9.083449774573406,0.5032432856392643,1.044560999487325,8.413077271240132,2.0759145976443416,5.953965347592881,4.414444370246052,7.990810655179188,0.32478153898954365,8.563192271841297,6.202318345847159,9.02912279189333,1.7042727580081751,9.01511858852399,0,train
5.825903913778847,7.75989460289006,7.64123912439267,9.897351086302336,6.690359964782243,4.059846644193322,6.168125025070902,9.93964020204815,9.685259632310336,8.924408629823974,5.310186602666462,8.435354830368837,8.803319556876424,8.030124946634274,9.089919725693104,0.22321036352881185,8.680249061864982,6.922067850040193,8.025333561542672,1,train
3.5049049718219085,1.9908380111416832,3.1646314172659107,5.6602276136762875,6.692815993617712,0.4342005538762317,1.634538131413178,0.2508460385622957,2.250045574283984,8.917592795678393,4.592656559070397,8.29269685718507,8.01428452691972,1.8707640016412985,8.42468983723516,4.596095085626228,2.209205090101479,0.256015232133584,2.9453356191656024,0,train
