A,B,C,D,label,split
5.696943061923535,7.524421211699248,1.9846828436920867,2.073346075872572,0,train
7.229071626881555,3.0098756878803514,5.5509870615971035,7.541968075861727,1,train
4.741571138324618,5.023599973188658,2.64916637325818,7.845394725929343,0,train
4.629773440956692,2.9956186328944425,9.942056707847604,8.94786590397467,1,train
2.7882477394723537,6.453800607800186,4.294175665909889,1.1420120496915835,0,train
8.092298443147133,2.255243855253955,7.846618517624241,7.375392096713328,1,train
9.508352913807746,2.97844617174059,2.678742889419594,4.675173524266842,0,train
8.524430334907333,8.871738061184953,3.5821876041238934,8.146847666763538,1,train
2.3977334299561184,6.560853745416219,5.760224137118213,7.19198581943659,0,train
9.70883163168239,8.368120793349458,4.392664944466814,1.3165542043978302,1,train
4.337263141518382,1.368497065048877,9.797757099978165,6.374238515079259,0,train
3.5554302580619233,8.606255607401671,8.943487487408406,6.398044014752828,1,train
5.490393313365951,3.1175002629779796,3.8984646532755316,4.658469377629913,0,train
4.3689196714987215,1.5199254108269553,7.5281111772160285,9.197259392157738,0,train
7.379996323676451,1.3720586571072055,1.295815342848658,6.789150538831738,0,train
3.1673610128122522,3.009780559273878,1.3892050937173197,7.190069774498616,0,train
5.143036556539119,4.338301096793723,1.1904035887795479,1.6414789945473107,0,train
8.780437651125444,3.5173420470471255,9.229539824091738,8.651831368084107,1,train
5.936181174742626,3.675455387313048,7.711026318807514,5.861896772326898,1,train
1.807683987427206,3.76354623576957,6.9156357489942595,1.2719387509077325,0,train
4.6803903455929765,6.765879368696859,6.280957454891636,8.188427372710407,1,train
7.820164145678956,1.096729257292056,2.303311201458253,7.419090930064601,0,train
6.541266027381885,1.999630331260394,3.388478284747699,6.016985769408226,0,train
2.1919965124251592,3.727317589016226,4.5923493731513485,7.945741242226735,0,train
5.994570330143543,2.213174892082937,7.838310209272257,6.225528638098767,0,train
3.039872435040402,4.232261767396034,6.424905800783421,9.776780379901162,0,train
6.083141469369963,5.968981745588502,8.723926992456681,3.096503146636067,1,train
6.057542636808154,6.369586033568208,4.207435362646224,3.837936771842978,1,train
5.352065883741465,6.484111290464797,5.8697038086819395,8.312399693145494,1,train
9.468397971725434,3.920479569427959,9.99156586882715,9.503980401694646,1,train
7.681947431009629,1.6676875153259583,7.123112624147516,4.1284495888659185,0,train
3.0361364767798933,4.462005632672071,4.861679536482143,4.418998600677776,0,train
5.411072689219156,6.06103328503703,8.286882915458062,2.131640012372835,1,train
9.259329932432985,6.342943818930143,4.579868857030886,7.253829772971961,0,train
5.205890279558279,8.041841577409318,1.398337333353393,3.770623960453377,0,train
6.033154117394769,7.662766960662354,8.510355587633622,5.912147027108955,1,train
9.62020892342896,8.528293053955085,9.971069629315847,6.374967777938991,1,train
2.209277340381632,1.5471608773003669,3.4215743319128644,4.291580707144091,0,train
3.1502898250052325,6.121313069835303,2.3406526133195906,2.2485433928953027,0,train
6.804481793117944,6.304434933923026,6.451742796647268,1.947889142299959,1,train
7.96014176282527,8.532017558440362,8.365195029369605,1.6608409411809588,1,train
7.39285535746993,4.583055907907677,1.3910690609708247,1.8747086815550307,0,train
8.516978239431852,3.069212635359585,8.846971016067686,6.797355361783741,1,train
3.9201164100558437,6.710669677766587,5.713486408222245,6.928251097655256,1,train
8.223341763779178,9.184238061865221,3.1529237803402332,7.421675468483855,1,train
1.0548476462564236,8.325709426243296,9.551314554876319,6.861742460691303,0,train
2.3042499705155324,9.068736898540106,1.4142459261216365,5.686215522380043,0,train
3.6356908285406537,4.095803306059183,7.922311386363133,6.212035235325788,1,train
9.348569639643136,4.324485241810293,9.196362193340466,2.954461520828921,1,train
6.868238725980964,2.6218782316485294,7.989519634252475,3.110175255518315,1,train
9.59607776162946,8.113915584075595,1.5954463370451557,5.715246586766399,1,train
4.87322549502467,3.0852813716740286,9.896784186349947,7.579901722756446,1,train
9.658674706881847,1.5618384612543657,4.222435918758998,5.661547351525735,0,train
4.2418536416047425,2.2063571102186104,9.65633024630329,8.966170365445617,0,train
3.8191040968076146,5.096027292061237,3.798427032808472,2.7076297926894854,0,train
2.8137968919187997,3.8549680401924125,5.930082463295297,8.028574587022204,0,train
9.266472866410636,7.867399505188779,3.6020011968879255,4.932347582172679,1,train
6.412285965255604,4.918211158976149,2.4022233476654615,7.111504212357547,0,train
4.5705878183092,6.5632604426267465,7.837425390453555,7.419616462415992,1,train
8.483518585856693,1.650327953460661,3.9968857302210465,7.399736973692586,0,train
2.9451979557771755,7.237481938076465,6.8382637448718135,9.726248985874864,1,train
7.001240041559046,1.304009988260298,5.735634046910177,6.61071822487383,0,train
1.5369087283363978,1.2665260450491407,1.69439241402591,5.632929592922096,0,train
4.37477632084199,4.182998307870134,2.591781478584106,9.40407317163061,0,train
4.301863172647617,3.22605489685192,6.049137467746099,3.310464049382139,0,train
9.131975228738321,6.979494281439118,4.917777519502351,1.5986435643944215,1,train
5.475934223215839,8.479619652544777,6.882487849816185,8.479074351379642,1,train
6.5223972715561125,3.6914321950171622,7.443540797216355,2.5350778973913566,1,train
7.353717049573245,2.790974433011557,3.8752923698606923,3.398808772508361,0,train
1.653566804014584,9.605156976068436,8.195470432037755,8.111251277320365,1,train
4.7906587733602,9.213143920125775,7.912830298638237,5.217067822620973,1,train
5.917178191640059,9.712022706822166,4.560521134426544,3.2508812001455687,1,train
3.892333134847277,6.517376719885449,8.9624272541082,3.793374238376982,1,train
7.6596361953790755,6.639166055725134,9.599584726679733,9.891839143043386,1,train
7.392562592078999,3.587074095837407,1.86070944061852,6.236990071427242,0,train
8.330605470772102,4.096989669890926,1.8056410274834824,9.57852825696302,0,train
8.285428918840275,3.0002244223801533,8.299023604578977,9.827747591819021,1,train
9.56047224411332,6.993938377045218,8.112162920010519,2.020041609233831,1,train
9.140000393945828,9.944099164783479,4.271140965375019,2.90583152047149,1,train
8.536683212857305,2.801740600406221,9.635955810270552,5.538062545696525,1,train
8.92666408066773,7.862253889699808,3.4931457141797106,6.6666815714319005,1,train
5.7875113404582645,1.7103696098071974,7.341480894461877,7.1254845055479255,0,train
4.047940436116583,5.781629792420067,2.2139581393144248,4.921125345183761,0,train
9.51539148840869,7.355412058850324,2.0274905458803714,3.6331110557213133,1,train
8.872401909928145,1.3618283078146864,7.761853602194587,6.107480101140036,0,train
9.70537499323305,9.860740443679173,2.2190509007596915,4.874033397920179,1,train
4.851688862643575,6.538191279833059,7.044442816467511,6.595976571282386,1,train
5.393016602609555,8.487177211196816,1.286091504014204,8.072926303166929,0,train
3.8157621870622647,2.9824299004600445,2.3105185764096468,8.583686025169063,0,train
2.695434700879233,2.9412717970927713,5.319816673283978,1.8103843625889293,0,train
2.5570886159021224,9.246357644206604,8.716849559933394,6.684717964092303,1,train
8.453251273391798,8.329881907734785,1.8763052281804211,5.07983401144533,1,train
6.132390909040633,3.454067160379967,6.515466587384231,8.969990950803957,0,train
7.871940368040199,8.70615927973402,7.020001655449802,6.404391128230923,1,train
6.314440806129158,8.907504779391669,8.485151754876888,4.420257953435719,1,train
6.367613094887705,8.1408289617505,8.479068880936271,6.888781775120813,1,train
9.232965425143139,5.2858209637484395,2.5704827413732234,9.938112191015437,1,train
6.61376517508817,9.890469428505174,7.0273618673558165,4.73870531606855,1,train
8.823471213061314,1.983779870034259,6.32962998395465,9.829708355883934,0,train
2.6317894974484974,4.356357939081535,8.180212606815429,8.176636752610872,0,train
9.130661820975428,7.0136821977532176,2.736888415068126,3.0382937958070917,1,train
